orderID,productID,orderDate,productName,categoryName,quantity,salesRevenue
10278,59,2013-08-12,"Raclette Courdavault","Dairy Products",15,660
10278,63,2013-08-12,Vegie-spread,Condiments,8,280.8
10278,73,2013-08-12,"Rod Kaviar",Seafood,25,300
10279,17,2013-08-13,"Alice Mutton","Meat & Poultry",15,351
10280,24,2013-08-14,"Guarana Fantastica",Beverages,12,43.2
10280,55,2013-08-14,"Pate chinois","Meat & Poultry",20,384
10280,75,2013-08-14,"Rhonbrau Klosterbier",Beverages,30,186
10281,19,2013-08-14,"Teatime Chocolate Biscuits",Confections,1,7.3
10281,24,2013-08-14,"Guarana Fantastica",Beverages,6,21.6
10281,35,2013-08-14,"Steeleye Stout",Beverages,4,57.6
10282,30,2013-08-15,"Nord-Ost Matjeshering",Seafood,6,124.2
10282,57,2013-08-15,"Ravioli Angelo","Grains & Cereals",2,31.2
10283,15,2013-08-16,"Genen Shouyu",Condiments,20,248
10283,19,2013-08-16,"Teatime Chocolate Biscuits",Confections,18,131.4
10283,60,2013-08-16,"Camembert Pierrot","Dairy Products",35,952
10283,72,2013-08-16,"Mozzarella di Giovanni","Dairy Products",3,83.4
10284,27,2013-08-19,"Schoggi Schokolade",Confections,15,394.88
10284,44,2013-08-19,"Gula Malacca",Condiments,21,325.5
10284,60,2013-08-19,"Camembert Pierrot","Dairy Products",20,408
10284,67,2013-08-19,"Laughing Lumberjack Lager",Beverages,5,42
10285,1,2013-08-20,Chai,Beverages,45,518.4
10285,40,2013-08-20,"Boston Crab Meat",Seafood,40,470.4
10285,53,2013-08-20,"Perth Pasties","Meat & Poultry",36,754.56
10286,35,2013-08-21,"Steeleye Stout",Beverages,100,1440
10286,62,2013-08-21,"Tarte au sucre",Confections,40,1576
10287,16,2013-08-22,Pavlova,Confections,40,472.6
10287,34,2013-08-22,"Sasquatch Ale",Beverages,20,224
10287,46,2013-08-22,Spegesild,Seafood,15,122.4
10288,54,2013-08-23,Tourtiere,"Meat & Poultry",10,53.1
10288,68,2013-08-23,"Scottish Longbreads",Confections,3,27
10289,3,2013-08-26,"Aniseed Syrup",Condiments,30,240
10289,64,2013-08-26,"Wimmers gute Semmelknodel","Grains & Cereals",9,239.4
10290,5,2013-08-27,"Chef Anton's Gumbo Mix",Condiments,20,340
10290,29,2013-08-27,"Thuringer Rostbratwurst","Meat & Poultry",15,1485
10290,49,2013-08-27,Maxilaku,Confections,15,240
10290,77,2013-08-27,"Original Frankfurter Grune Sose",Condiments,10,104
10291,13,2013-08-27,Konbu,Seafood,20,86.4
10291,44,2013-08-27,"Gula Malacca",Condiments,24,334.8
10291,51,2013-08-27,"Manjimup Dried Apples",Produce,2,76.32
10292,20,2013-08-28,"Sir Rodney's Marmalade",Confections,20,1296
10293,18,2013-08-29,"Carnarvon Tigers",Seafood,12,600
10293,24,2013-08-29,"Guarana Fantastica",Beverages,10,36
10293,63,2013-08-29,Vegie-spread,Condiments,5,175.5
10293,75,2013-08-29,"Rhonbrau Klosterbier",Beverages,6,37.2
10294,1,2013-08-30,Chai,Beverages,18,259.2
10294,17,2013-08-30,"Alice Mutton","Meat & Poultry",15,468
10294,43,2013-08-30,"Ipoh Coffee",Beverages,15,552
10294,60,2013-08-30,"Camembert Pierrot","Dairy Products",21,571.2
10294,75,2013-08-30,"Rhonbrau Klosterbier",Beverages,6,37.2
10295,56,2013-09-02,"Gnocchi di nonna Alice","Grains & Cereals",4,121.6
10296,11,2013-09-03,"Queso Cabrales","Dairy Products",12,201.6
10296,16,2013-09-03,Pavlova,Confections,30,417
10296,69,2013-09-03,Gudbrandsdalsost,"Dairy Products",15,432
10297,39,2013-09-04,"Chartreuse verte",Beverages,60,864
10297,72,2013-09-04,"Mozzarella di Giovanni","Dairy Products",20,556
10298,2,2013-09-05,Chang,Beverages,40,608
10298,36,2013-09-05,"Inlagd Sill",Seafood,40,456
10298,59,2013-09-05,"Raclette Courdavault","Dairy Products",30,990
10298,62,2013-09-05,"Tarte au sucre",Confections,15,591
10299,19,2013-09-06,"Teatime Chocolate Biscuits",Confections,15,109.5
10299,70,2013-09-06,"Outback Lager",Beverages,20,240
10300,66,2013-09-09,"Louisiana Hot Spiced Okra",Condiments,30,408
10300,68,2013-09-09,"Scottish Longbreads",Confections,20,200
10301,40,2013-09-09,"Boston Crab Meat",Seafood,10,147
10301,56,2013-09-09,"Gnocchi di nonna Alice","Grains & Cereals",20,608
10302,17,2013-09-10,"Alice Mutton","Meat & Poultry",40,1248
10302,28,2013-09-10,"Rossle Sauerkraut",Produce,28,1019.2
10302,43,2013-09-10,"Ipoh Coffee",Beverages,12,441.6
10303,40,2013-09-11,"Boston Crab Meat",Seafood,40,529.2
10303,65,2013-09-11,"Louisiana Fiery Hot Pepper Sauce",Condiments,30,453.6
10303,68,2013-09-11,"Scottish Longbreads",Confections,15,135
10304,49,2013-09-12,Maxilaku,Confections,30,480
10304,59,2013-09-12,"Raclette Courdavault","Dairy Products",10,440
10304,71,2013-09-12,Flotemysost,"Dairy Products",2,34.4
10305,18,2013-09-13,"Carnarvon Tigers",Seafood,25,1125
10305,29,2013-09-13,"Thuringer Rostbratwurst","Meat & Poultry",25,2227.5
10305,39,2013-09-13,"Chartreuse verte",Beverages,30,388.8
10306,30,2013-09-16,"Nord-Ost Matjeshering",Seafood,10,207
10306,53,2013-09-16,"Perth Pasties","Meat & Poultry",10,262
10306,54,2013-09-16,Tourtiere,"Meat & Poultry",5,29.5
10307,62,2013-09-17,"Tarte au sucre",Confections,10,394
10307,68,2013-09-17,"Scottish Longbreads",Confections,3,30
10308,69,2013-09-18,Gudbrandsdalsost,"Dairy Products",1,28.8
10308,70,2013-09-18,"Outback Lager",Beverages,5,60
10309,4,2013-09-19,"Chef Anton's Cajun Seasoning",Condiments,20,352
10309,6,2013-09-19,"Grandma's Boysenberry Spread",Condiments,30,600
10309,42,2013-09-19,"Singaporean Hokkien Fried Mee","Grains & Cereals",2,22.4
10309,43,2013-09-19,"Ipoh Coffee",Beverages,20,736
10309,71,2013-09-19,Flotemysost,"Dairy Products",3,51.6
10310,16,2013-09-20,Pavlova,Confections,10,139
10310,62,2013-09-20,"Tarte au sucre",Confections,5,197
10311,42,2013-09-20,"Singaporean Hokkien Fried Mee","Grains & Cereals",6,67.2
10311,69,2013-09-20,Gudbrandsdalsost,"Dairy Products",7,201.6
10312,28,2013-09-23,"Rossle Sauerkraut",Produce,4,145.6
10312,43,2013-09-23,"Ipoh Coffee",Beverages,24,883.2
10312,53,2013-09-23,"Perth Pasties","Meat & Poultry",20,524
10312,75,2013-09-23,"Rhonbrau Klosterbier",Beverages,10,62
10313,36,2013-09-24,"Inlagd Sill",Seafood,12,182.4
10314,32,2013-09-25,"Mascarpone Fabioli","Dairy Products",40,921.6
10314,58,2013-09-25,"Escargots de Bourgogne",Seafood,30,286.2
10314,62,2013-09-25,"Tarte au sucre",Confections,25,886.5
10315,34,2013-09-26,"Sasquatch Ale",Beverages,14,156.8
10315,70,2013-09-26,"Outback Lager",Beverages,30,360
10316,41,2013-09-27,"Jack's New England Clam Chowder",Seafood,10,77
10316,62,2013-09-27,"Tarte au sucre",Confections,70,2758
10317,1,2013-09-30,Chai,Beverages,20,288
10318,41,2013-10-01,"Jack's New England Clam Chowder",Seafood,20,154
10318,76,2013-10-01,Lakkalikori,Beverages,6,86.4
10319,17,2013-10-02,"Alice Mutton","Meat & Poultry",8,249.6
10319,28,2013-10-02,"Rossle Sauerkraut",Produce,14,509.6
10319,76,2013-10-02,Lakkalikori,Beverages,30,432
10320,71,2013-10-03,Flotemysost,"Dairy Products",30,516
10321,35,2013-10-03,"Steeleye Stout",Beverages,10,144
10322,52,2013-10-04,"Filo Mix","Grains & Cereals",20,112
10323,15,2013-10-07,"Genen Shouyu",Condiments,5,62
10323,25,2013-10-07,"NuNuCa Nus-Nougat-Creme",Confections,4,44.8
10323,39,2013-10-07,"Chartreuse verte",Beverages,4,57.6
10324,16,2013-10-08,Pavlova,Confections,21,248.12
10324,35,2013-10-08,"Steeleye Stout",Beverages,70,856.8
10324,46,2013-10-08,Spegesild,Seafood,30,288
10324,59,2013-10-08,"Raclette Courdavault","Dairy Products",40,1496
10324,63,2013-10-08,Vegie-spread,Condiments,80,2386.8
10325,6,2013-10-09,"Grandma's Boysenberry Spread",Condiments,6,120
10325,13,2013-10-09,Konbu,Seafood,12,57.6
10325,14,2013-10-09,Tofu,Produce,9,167.4
10325,31,2013-10-09,"Gorgonzola Telino","Dairy Products",4,40
10325,72,2013-10-09,"Mozzarella di Giovanni","Dairy Products",40,1112
10326,4,2013-10-10,"Chef Anton's Cajun Seasoning",Condiments,24,422.4
10326,57,2013-10-10,"Ravioli Angelo","Grains & Cereals",16,249.6
10326,75,2013-10-10,"Rhonbrau Klosterbier",Beverages,50,310
10327,2,2013-10-11,Chang,Beverages,25,304
10327,11,2013-10-11,"Queso Cabrales","Dairy Products",50,672
10327,30,2013-10-11,"Nord-Ost Matjeshering",Seafood,35,579.6
10327,58,2013-10-11,"Escargots de Bourgogne",Seafood,30,254.4
10328,59,2013-10-14,"Raclette Courdavault","Dairy Products",9,396
10328,65,2013-10-14,"Louisiana Fiery Hot Pepper Sauce",Condiments,40,672
10328,68,2013-10-14,"Scottish Longbreads",Confections,10,100
10329,19,2013-10-15,"Teatime Chocolate Biscuits",Confections,10,69.35
10329,30,2013-10-15,"Nord-Ost Matjeshering",Seafood,8,157.32
10329,38,2013-10-15,"Cote de Blaye",Beverages,20,4005.2
10329,56,2013-10-15,"Gnocchi di nonna Alice","Grains & Cereals",12,346.56
10330,26,2013-10-16,"Gumbar Gummibarchen",Confections,50,1058.25
10330,72,2013-10-16,"Mozzarella di Giovanni","Dairy Products",25,590.75
10331,54,2013-10-16,Tourtiere,"Meat & Poultry",15,88.5
10332,18,2013-10-17,"Carnarvon Tigers",Seafood,40,1600
10332,42,2013-10-17,"Singaporean Hokkien Fried Mee","Grains & Cereals",10,89.6
10332,47,2013-10-17,"Zaanse koeken",Confections,16,97.28
10333,14,2013-10-18,Tofu,Produce,10,186
10333,21,2013-10-18,"Sir Rodney's Scones",Confections,10,72
10333,71,2013-10-18,Flotemysost,"Dairy Products",40,619.2
10334,52,2013-10-21,"Filo Mix","Grains & Cereals",8,44.8
10334,68,2013-10-21,"Scottish Longbreads",Confections,10,100
10335,2,2013-10-22,Chang,Beverages,7,85.12
10335,31,2013-10-22,"Gorgonzola Telino","Dairy Products",25,200
10335,32,2013-10-22,"Mascarpone Fabioli","Dairy Products",6,122.88
10335,51,2013-10-22,"Manjimup Dried Apples",Produce,48,1628.16
10336,4,2013-10-23,"Chef Anton's Cajun Seasoning",Condiments,18,285.12
10337,23,2013-10-24,Tunnbrod,"Grains & Cereals",40,288
10337,26,2013-10-24,"Gumbar Gummibarchen",Confections,24,597.6
10337,36,2013-10-24,"Inlagd Sill",Seafood,20,304
10337,37,2013-10-24,"Gravad lax",Seafood,28,582.4
10337,72,2013-10-24,"Mozzarella di Giovanni","Dairy Products",25,695
10338,17,2013-10-25,"Alice Mutton","Meat & Poultry",20,624
10338,30,2013-10-25,"Nord-Ost Matjeshering",Seafood,15,310.5
10339,4,2013-10-28,"Chef Anton's Cajun Seasoning",Condiments,10,176
10339,17,2013-10-28,"Alice Mutton","Meat & Poultry",70,2074.8
10339,62,2013-10-28,"Tarte au sucre",Confections,28,1103.2
10340,18,2013-10-29,"Carnarvon Tigers",Seafood,20,950
10340,41,2013-10-29,"Jack's New England Clam Chowder",Seafood,12,87.78
10340,43,2013-10-29,"Ipoh Coffee",Beverages,40,1398.4
10341,33,2013-10-29,Geitost,"Dairy Products",8,16
10341,59,2013-10-29,"Raclette Courdavault","Dairy Products",9,336.6
10342,2,2013-10-30,Chang,Beverages,24,291.84
10342,31,2013-10-30,"Gorgonzola Telino","Dairy Products",56,448
10342,36,2013-10-30,"Inlagd Sill",Seafood,40,486.4
10342,55,2013-10-30,"Pate chinois","Meat & Poultry",40,614.4
10343,64,2013-10-31,"Wimmers gute Semmelknodel","Grains & Cereals",50,1330
10343,68,2013-10-31,"Scottish Longbreads",Confections,4,38
10343,76,2013-10-31,Lakkalikori,Beverages,15,216
10344,4,2013-11-01,"Chef Anton's Cajun Seasoning",Condiments,35,616
10344,8,2013-11-01,"Northwoods Cranberry Sauce",Condiments,70,1680
10345,8,2013-11-04,"Northwoods Cranberry Sauce",Condiments,70,2240
10345,19,2013-11-04,"Teatime Chocolate Biscuits",Confections,80,584
10345,42,2013-11-04,"Singaporean Hokkien Fried Mee","Grains & Cereals",9,100.8
10346,17,2013-11-05,"Alice Mutton","Meat & Poultry",36,1010.88
10346,56,2013-11-05,"Gnocchi di nonna Alice","Grains & Cereals",20,608
10347,25,2013-11-06,"NuNuCa Nus-Nougat-Creme",Confections,10,112
10347,39,2013-11-06,"Chartreuse verte",Beverages,50,612
10347,40,2013-11-06,"Boston Crab Meat",Seafood,4,58.8
10347,75,2013-11-06,"Rhonbrau Klosterbier",Beverages,6,31.62
10348,1,2013-11-07,Chai,Beverages,15,183.6
10348,23,2013-11-07,Tunnbrod,"Grains & Cereals",25,180
10349,54,2013-11-08,Tourtiere,"Meat & Poultry",24,141.6
10350,50,2013-11-11,"Valkoinen suklaa",Confections,15,175.5
10350,69,2013-11-11,Gudbrandsdalsost,"Dairy Products",18,466.56
10351,38,2013-11-11,"Cote de Blaye",Beverages,20,4005.2
10351,41,2013-11-11,"Jack's New England Clam Chowder",Seafood,13,100.1
10351,44,2013-11-11,"Gula Malacca",Condiments,77,1133.82
10351,65,2013-11-11,"Louisiana Fiery Hot Pepper Sauce",Condiments,10,159.6
10352,24,2013-11-12,"Guarana Fantastica",Beverages,10,36
10352,54,2013-11-12,Tourtiere,"Meat & Poultry",20,100.3
10353,11,2013-11-13,"Queso Cabrales","Dairy Products",12,161.28
10353,38,2013-11-13,"Cote de Blaye",Beverages,50,8432
10354,1,2013-11-14,Chai,Beverages,12,172.8
10354,29,2013-11-14,"Thuringer Rostbratwurst","Meat & Poultry",4,396
10355,24,2013-11-15,"Guarana Fantastica",Beverages,25,90
10355,57,2013-11-15,"Ravioli Angelo","Grains & Cereals",25,390
10356,31,2013-11-18,"Gorgonzola Telino","Dairy Products",30,300
10356,55,2013-11-18,"Pate chinois","Meat & Poultry",12,230.4
10356,69,2013-11-18,Gudbrandsdalsost,"Dairy Products",20,576
10357,10,2013-11-19,Ikura,Seafood,30,595.2
10357,26,2013-11-19,"Gumbar Gummibarchen",Confections,16,398.4
10357,60,2013-11-19,"Camembert Pierrot","Dairy Products",8,174.08
10358,24,2013-11-20,"Guarana Fantastica",Beverages,10,34.2
10358,34,2013-11-20,"Sasquatch Ale",Beverages,10,106.4
10358,36,2013-11-20,"Inlagd Sill",Seafood,20,288.8
10359,16,2013-11-21,Pavlova,Confections,56,739.48
10359,31,2013-11-21,"Gorgonzola Telino","Dairy Products",70,665
10359,60,2013-11-21,"Camembert Pierrot","Dairy Products",80,2067.2
10360,28,2013-11-22,"Rossle Sauerkraut",Produce,30,1092
10360,29,2013-11-22,"Thuringer Rostbratwurst","Meat & Poultry",35,3465
10360,38,2013-11-22,"Cote de Blaye",Beverages,10,2108
10360,49,2013-11-22,Maxilaku,Confections,35,560
10360,54,2013-11-22,Tourtiere,"Meat & Poultry",28,165.2
10361,39,2013-11-22,"Chartreuse verte",Beverages,54,699.84
10361,60,2013-11-22,"Camembert Pierrot","Dairy Products",55,1346.4
10362,25,2013-11-25,"NuNuCa Nus-Nougat-Creme",Confections,50,560
10362,51,2013-11-25,"Manjimup Dried Apples",Produce,20,848
10362,54,2013-11-25,Tourtiere,"Meat & Poultry",24,141.6
10363,31,2013-11-26,"Gorgonzola Telino","Dairy Products",20,200
10363,75,2013-11-26,"Rhonbrau Klosterbier",Beverages,12,74.4
10363,76,2013-11-26,Lakkalikori,Beverages,12,172.8
10364,69,2013-11-26,Gudbrandsdalsost,"Dairy Products",30,864
10364,71,2013-11-26,Flotemysost,"Dairy Products",5,86
10365,11,2013-11-27,"Queso Cabrales","Dairy Products",24,403.2
10366,65,2013-11-28,"Louisiana Fiery Hot Pepper Sauce",Condiments,5,84
10366,77,2013-11-28,"Original Frankfurter Grune Sose",Condiments,5,52
10367,34,2013-11-28,"Sasquatch Ale",Beverages,36,403.2
10367,54,2013-11-28,Tourtiere,"Meat & Poultry",18,106.2
10367,65,2013-11-28,"Louisiana Fiery Hot Pepper Sauce",Condiments,15,252
10367,77,2013-11-28,"Original Frankfurter Grune Sose",Condiments,7,72.8
10368,21,2013-11-29,"Sir Rodney's Scones",Confections,5,36
10368,28,2013-11-29,"Rossle Sauerkraut",Produce,13,425.88
10368,57,2013-11-29,"Ravioli Angelo","Grains & Cereals",25,390
10368,64,2013-11-29,"Wimmers gute Semmelknodel","Grains & Cereals",35,837.9
10369,29,2013-12-02,"Thuringer Rostbratwurst","Meat & Poultry",20,1980
10369,56,2013-12-02,"Gnocchi di nonna Alice","Grains & Cereals",18,410.4
10370,1,2013-12-03,Chai,Beverages,15,183.6
10370,64,2013-12-03,"Wimmers gute Semmelknodel","Grains & Cereals",30,798
10370,74,2013-12-03,"Longlife Tofu",Produce,20,136
10371,36,2013-12-03,"Inlagd Sill",Seafood,6,72.96
10372,20,2013-12-04,"Sir Rodney's Marmalade",Confections,12,583.2
10372,38,2013-12-04,"Cote de Blaye",Beverages,40,6324
10372,60,2013-12-04,"Camembert Pierrot","Dairy Products",70,1428
10372,72,2013-12-04,"Mozzarella di Giovanni","Dairy Products",42,875.7
10373,58,2013-12-05,"Escargots de Bourgogne",Seafood,80,678.4
10373,71,2013-12-05,Flotemysost,"Dairy Products",50,688
10374,31,2013-12-05,"Gorgonzola Telino","Dairy Products",30,300
10374,58,2013-12-05,"Escargots de Bourgogne",Seafood,15,159
10375,14,2013-12-06,Tofu,Produce,15,279
10375,54,2013-12-06,Tourtiere,"Meat & Poultry",10,59
10376,31,2013-12-09,"Gorgonzola Telino","Dairy Products",42,399
10377,28,2013-12-09,"Rossle Sauerkraut",Produce,20,618.8
10377,39,2013-12-09,"Chartreuse verte",Beverages,20,244.8
10378,71,2013-12-10,Flotemysost,"Dairy Products",6,103.2
10379,41,2013-12-11,"Jack's New England Clam Chowder",Seafood,8,55.44
10379,63,2013-12-11,Vegie-spread,Condiments,16,505.44
10379,65,2013-12-11,"Louisiana Fiery Hot Pepper Sauce",Condiments,20,302.4
10380,30,2013-12-12,"Nord-Ost Matjeshering",Seafood,18,335.34
10380,53,2013-12-12,"Perth Pasties","Meat & Poultry",20,471.6
10380,60,2013-12-12,"Camembert Pierrot","Dairy Products",6,146.88
10380,70,2013-12-12,"Outback Lager",Beverages,30,360
10381,74,2013-12-12,"Longlife Tofu",Produce,14,112
10382,5,2013-12-13,"Chef Anton's Gumbo Mix",Condiments,32,544
10382,18,2013-12-13,"Carnarvon Tigers",Seafood,9,450
10382,29,2013-12-13,"Thuringer Rostbratwurst","Meat & Poultry",14,1386
10382,33,2013-12-13,Geitost,"Dairy Products",60,120
10382,74,2013-12-13,"Longlife Tofu",Produce,50,400
10383,13,2013-12-16,Konbu,Seafood,20,96
10383,50,2013-12-16,"Valkoinen suklaa",Confections,15,195
10383,56,2013-12-16,"Gnocchi di nonna Alice","Grains & Cereals",20,608
10384,20,2013-12-16,"Sir Rodney's Marmalade",Confections,28,1814.4
10384,60,2013-12-16,"Camembert Pierrot","Dairy Products",15,408
10385,7,2013-12-17,"Uncle Bob's Organic Dried Pears",Produce,10,192
10385,60,2013-12-17,"Camembert Pierrot","Dairy Products",20,435.2
10385,68,2013-12-17,"Scottish Longbreads",Confections,8,64
10386,24,2013-12-18,"Guarana Fantastica",Beverages,15,54
10386,34,2013-12-18,"Sasquatch Ale",Beverages,10,112
10387,24,2013-12-18,"Guarana Fantastica",Beverages,15,54
10387,28,2013-12-18,"Rossle Sauerkraut",Produce,6,218.4
10387,59,2013-12-18,"Raclette Courdavault","Dairy Products",12,528
10387,71,2013-12-18,Flotemysost,"Dairy Products",15,258
10388,45,2013-12-19,"Rogede sild",Seafood,15,91.2
10388,52,2013-12-19,"Filo Mix","Grains & Cereals",20,89.6
10388,53,2013-12-19,"Perth Pasties","Meat & Poultry",40,1048
10389,10,2013-12-20,Ikura,Seafood,16,396.8
10389,55,2013-12-20,"Pate chinois","Meat & Poultry",15,288
10389,62,2013-12-20,"Tarte au sucre",Confections,20,788
10389,70,2013-12-20,"Outback Lager",Beverages,30,360
10390,31,2013-12-23,"Gorgonzola Telino","Dairy Products",60,540
10390,35,2013-12-23,"Steeleye Stout",Beverages,40,518.4
10390,46,2013-12-23,Spegesild,Seafood,45,432
10390,72,2013-12-23,"Mozzarella di Giovanni","Dairy Products",24,600.48
10391,13,2013-12-23,Konbu,Seafood,18,86.4
10392,69,2013-12-24,Gudbrandsdalsost,"Dairy Products",50,1440
10393,2,2013-12-25,Chang,Beverages,25,285
10393,14,2013-12-25,Tofu,Produce,42,585.9
10393,25,2013-12-25,"NuNuCa Nus-Nougat-Creme",Confections,7,58.8
10393,26,2013-12-25,"Gumbar Gummibarchen",Confections,70,1307.25
10393,31,2013-12-25,"Gorgonzola Telino","Dairy Products",32,320
10394,13,2013-12-25,Konbu,Seafood,10,48
10394,62,2013-12-25,"Tarte au sucre",Confections,10,394
10395,46,2013-12-26,Spegesild,Seafood,28,241.92
10395,53,2013-12-26,"Perth Pasties","Meat & Poultry",70,1650.6
10395,69,2013-12-26,Gudbrandsdalsost,"Dairy Products",8,230.4
10396,23,2013-12-27,Tunnbrod,"Grains & Cereals",40,288
10396,71,2013-12-27,Flotemysost,"Dairy Products",60,1032
10396,72,2013-12-27,"Mozzarella di Giovanni","Dairy Products",21,583.8
10397,21,2013-12-27,"Sir Rodney's Scones",Confections,10,68
10397,51,2013-12-27,"Manjimup Dried Apples",Produce,18,648.72
10398,35,2013-12-30,"Steeleye Stout",Beverages,30,432
10398,55,2013-12-30,"Pate chinois","Meat & Poultry",120,2073.6
10399,68,2013-12-31,"Scottish Longbreads",Confections,60,600
10399,71,2013-12-31,Flotemysost,"Dairy Products",30,516
10399,76,2013-12-31,Lakkalikori,Beverages,35,504
10399,77,2013-12-31,"Original Frankfurter Grune Sose",Condiments,14,145.6
10400,29,2014-01-01,"Thuringer Rostbratwurst","Meat & Poultry",21,2079
10400,35,2014-01-01,"Steeleye Stout",Beverages,35,504
